arm,path,standard,requirement_id,status,evidence_types,evidence_count
C,uploaded,ASVS,V4.4.3,not-applicable,,0
C,uploaded,ASVS,V4.4.4,not-applicable,,0
C,uploaded,ASVS,V5.1.1,not-applicable,,0
C,uploaded,ASVS,V5.2.1,not-applicable,,0
C,uploaded,ASVS,V5.2.2,not-applicable,,0
C,uploaded,ASVS,V5.2.3,not-applicable,,0
C,uploaded,ASVS,V5.2.4,out-of-level,,0
C,uploaded,ASVS,V5.2.5,out-of-level,,0
C,uploaded,ASVS,V5.2.6,out-of-level,,0
C,uploaded,ASVS,V5.3.1,not-applicable,,0
C,uploaded,ASVS,V5.3.2,not-applicable,,0
C,uploaded,ASVS,V5.3.3,out-of-level,,0
C,uploaded,ASVS,V5.4.1,not-applicable,,0
C,uploaded,ASVS,V5.4.2,not-applicable,,0
C,uploaded,ASVS,V5.4.3,not-applicable,,0
C,uploaded,ASVS,V6.1.1,not-applicable,,0
C,uploaded,ASVS,V6.1.2,not-applicable,,0
C,uploaded,ASVS,V6.1.3,not-applicable,,0
C,uploaded,ASVS,V6.2.1,not-applicable,,0
C,uploaded,ASVS,V6.2.2,not-applicable,,0
C,uploaded,ASVS,V6.2.3,not-applicable,,0
C,uploaded,ASVS,V6.2.4,not-applicable,,0
C,uploaded,ASVS,V6.2.5,not-applicable,,0
C,uploaded,ASVS,V6.2.6,not-applicable,,0
C,uploaded,ASVS,V6.2.7,not-applicable,,0
C,uploaded,ASVS,V6.2.8,not-applicable,,0
C,uploaded,ASVS,V6.2.9,not-applicable,,0
C,uploaded,ASVS,V6.2.10,not-applicable,,0
C,uploaded,ASVS,V6.2.11,not-applicable,,0
C,uploaded,ASVS,V6.2.12,not-applicable,,0
C,uploaded,ASVS,V6.3.1,not-applicable,,0
C,uploaded,ASVS,V6.3.2,not-applicable,,0
C,uploaded,ASVS,V6.3.3,not-applicable,,0
C,uploaded,ASVS,V6.3.4,not-applicable,,0
C,uploaded,ASVS,V6.3.5,out-of-level,,0
C,uploaded,ASVS,V6.3.6,out-of-level,,0
C,uploaded,ASVS,V6.3.7,out-of-level,,0
C,uploaded,ASVS,V6.3.8,out-of-level,,0
C,uploaded,ASVS,V6.4.1,not-applicable,,0
C,uploaded,ASVS,V6.4.2,not-applicable,,0
C,uploaded,ASVS,V6.4.3,not-applicable,,0
C,uploaded,ASVS,V6.4.4,not-applicable,,0
C,uploaded,ASVS,V6.4.5,out-of-level,,0
C,uploaded,ASVS,V6.4.6,out-of-level,,0
C,uploaded,ASVS,V6.5.1,not-applicable,,0
C,uploaded,ASVS,V6.5.2,not-applicable,,0
C,uploaded,ASVS,V6.5.3,not-applicable,,0
C,uploaded,ASVS,V6.5.4,not-applicable,,0
C,uploaded,ASVS,V6.5.5,not-applicable,,0
C,uploaded,ASVS,V6.5.6,out-of-level,,0
C,uploaded,ASVS,V6.5.7,out-of-level,,0
C,uploaded,ASVS,V6.5.8,out-of-level,,0
C,uploaded,ASVS,V6.6.1,not-applicable,,0
C,uploaded,ASVS,V6.6.2,not-applicable,,0
C,uploaded,ASVS,V6.6.3,not-applicable,,0
C,uploaded,ASVS,V6.6.4,out-of-level,,0
C,uploaded,ASVS,V6.7.1,out-of-level,,0
C,uploaded,ASVS,V6.7.2,out-of-level,,0
C,uploaded,ASVS,V6.8.1,not-applicable,,0
C,uploaded,ASVS,V6.8.2,not-applicable,,0
C,uploaded,ASVS,V6.8.3,not-applicable,,0
C,uploaded,ASVS,V6.8.4,not-applicable,,0
C,uploaded,ASVS,V7.1.1,not-applicable,,0
C,uploaded,ASVS,V7.1.2,not-applicable,,0
C,uploaded,ASVS,V7.1.3,not-applicable,,0
C,uploaded,ASVS,V7.2.1,not-applicable,,0
C,uploaded,ASVS,V7.2.2,not-applicable,,0
C,uploaded,ASVS,V7.2.3,not-applicable,,0
C,uploaded,ASVS,V7.2.4,not-applicable,,0
C,uploaded,ASVS,V7.3.1,not-applicable,,0
C,uploaded,ASVS,V7.3.2,not-applicable,,0
C,uploaded,ASVS,V7.4.1,not-applicable,,0
C,uploaded,ASVS,V7.4.2,not-applicable,,0
C,uploaded,ASVS,V7.4.3,not-applicable,,0
C,uploaded,ASVS,V7.4.4,not-applicable,,0
C,uploaded,ASVS,V7.4.5,not-applicable,,0
C,uploaded,ASVS,V7.5.1,not-applicable,,0
C,uploaded,ASVS,V7.5.2,not-applicable,,0
C,uploaded,ASVS,V7.5.3,out-of-level,,0
C,uploaded,ASVS,V7.6.1,not-applicable,,0
C,uploaded,ASVS,V7.6.2,not-applicable,,0
C,uploaded,ASVS,V8.1.1,not-verified,,0
C,uploaded,ASVS,V8.1.2,not-verified,,0
C,uploaded,ASVS,V8.1.3,out-of-level,,0
C,uploaded,ASVS,V8.1.4,out-of-level,,0
C,uploaded,ASVS,V8.2.1,not-verified,,0
C,uploaded,ASVS,V8.2.2,not-applicable,,0
C,uploaded,ASVS,V8.2.3,not-verified,,0
C,uploaded,ASVS,V8.2.4,out-of-level,,0
C,uploaded,ASVS,V8.3.1,not-verified,,0
C,uploaded,ASVS,V8.3.2,out-of-level,,0
C,uploaded,ASVS,V8.3.3,out-of-level,,0
C,uploaded,ASVS,V8.4.1,not-applicable,,0
C,uploaded,ASVS,V8.4.2,out-of-level,,0
C,uploaded,ASVS,V9.1.1,not-applicable,,0
C,uploaded,ASVS,V9.1.2,not-applicable,,0
C,uploaded,ASVS,V9.1.3,not-applicable,,0
C,uploaded,ASVS,V9.2.1,not-applicable,,0
C,uploaded,ASVS,V9.2.2,not-applicable,,0
C,uploaded,ASVS,V9.2.3,not-applicable,,0
C,uploaded,ASVS,V9.2.4,not-applicable,,0
C,uploaded,ASVS,V10.1.1,not-applicable,,0
C,uploaded,ASVS,V10.1.2,not-applicable,,0
C,uploaded,ASVS,V10.2.1,not-applicable,,0
C,uploaded,ASVS,V10.2.2,not-applicable,,0
C,uploaded,ASVS,V10.2.3,out-of-level,,0
C,uploaded,ASVS,V10.3.1,not-applicable,,0
C,uploaded,ASVS,V10.3.2,not-applicable,,0
C,uploaded,ASVS,V10.3.3,not-applicable,,0
C,uploaded,ASVS,V10.3.4,not-applicable,,0
C,uploaded,ASVS,V10.3.5,out-of-level,,0
C,uploaded,ASVS,V10.4.1,not-applicable,,0
C,uploaded,ASVS,V10.4.2,not-applicable,,0
C,uploaded,ASVS,V10.4.3,not-applicable,,0
C,uploaded,ASVS,V10.4.4,not-applicable,,0
C,uploaded,ASVS,V10.4.5,not-applicable,,0
C,uploaded,ASVS,V10.4.6,not-applicable,,0
C,uploaded,ASVS,V10.4.7,not-applicable,,0
C,uploaded,ASVS,V10.4.8,not-applicable,,0
C,uploaded,ASVS,V10.4.9,not-applicable,,0
C,uploaded,ASVS,V10.4.10,not-applicable,,0
C,uploaded,ASVS,V10.4.11,not-applicable,,0
C,uploaded,ASVS,V10.4.12,out-of-level,,0
C,uploaded,ASVS,V10.4.13,out-of-level,,0
C,uploaded,ASVS,V10.4.14,out-of-level,,0
C,uploaded,ASVS,V10.4.15,out-of-level,,0
C,uploaded,ASVS,V10.4.16,out-of-level,,0
C,uploaded,ASVS,V10.5.1,not-applicable,,0
C,uploaded,ASVS,V10.5.2,not-applicable,,0
C,uploaded,ASVS,V10.5.3,not-applicable,,0
C,uploaded,ASVS,V10.5.4,not-applicable,,0
C,uploaded,ASVS,V10.5.5,not-applicable,,0
C,uploaded,ASVS,V10.6.1,not-applicable,,0
C,uploaded,ASVS,V10.6.2,not-applicable,,0
C,uploaded,ASVS,V10.7.1,not-applicable,,0
C,uploaded,ASVS,V10.7.2,not-applicable,,0
C,uploaded,ASVS,V10.7.3,not-applicable,,0
C,uploaded,ASVS,V11.1.1,not-verified,,0
C,uploaded,ASVS,V11.1.2,not-verified,,0
C,uploaded,ASVS,V11.1.3,out-of-level,,0
C,uploaded,ASVS,V11.1.4,out-of-level,,0
C,uploaded,ASVS,V11.2.1,partial,scanner,1
C,uploaded,ASVS,V11.2.2,not-verified,,0
C,uploaded,ASVS,V11.2.3,not-verified,,0
C,uploaded,ASVS,V11.2.4,out-of-level,,0
C,uploaded,ASVS,V11.2.5,out-of-level,,0
C,uploaded,ASVS,V11.3.1,not-verified,,0
C,uploaded,ASVS,V11.3.2,not-verified,,0
C,uploaded,ASVS,V11.3.3,not-verified,,0
C,uploaded,ASVS,V11.3.4,out-of-level,,0
C,uploaded,ASVS,V11.3.5,out-of-level,,0
C,uploaded,ASVS,V11.4.1,partial,scanner,1
C,uploaded,ASVS,V11.4.2,not-applicable,,0
C,uploaded,ASVS,V11.4.3,not-verified,,0
C,uploaded,ASVS,V11.4.4,not-applicable,,0
C,uploaded,ASVS,V11.5.1,not-verified,,0
C,uploaded,ASVS,V11.5.2,out-of-level,,0
C,uploaded,ASVS,V11.6.1,not-verified,,0
C,uploaded,ASVS,V11.6.2,out-of-level,,0
C,uploaded,ASVS,V11.7.1,out-of-level,,0
C,uploaded,ASVS,V11.7.2,out-of-level,,0
C,uploaded,ASVS,V12.1.1,not-applicable,,0
C,uploaded,ASVS,V12.1.2,not-applicable,,0
C,uploaded,ASVS,V12.1.3,not-applicable,,0
C,uploaded,ASVS,V12.1.4,out-of-level,,0
C,uploaded,ASVS,V12.1.5,out-of-level,,0
C,uploaded,ASVS,V12.2.1,not-applicable,,0
C,uploaded,ASVS,V12.2.2,not-applicable,,0
C,uploaded,ASVS,V12.3.1,not-verified,,0
C,uploaded,ASVS,V12.3.2,not-verified,,0
C,uploaded,ASVS,V12.3.3,not-verified,,0
C,uploaded,ASVS,V12.3.4,not-verified,,0
C,uploaded,ASVS,V12.3.5,out-of-level,,0
C,uploaded,ASVS,V13.1.1,fail,config,1
C,uploaded,ASVS,V13.1.2,out-of-level,,0
C,uploaded,ASVS,V13.1.3,out-of-level,,0
C,uploaded,ASVS,V13.1.4,out-of-level,,0
C,uploaded,ASVS,V13.2.1,not-verified,,0
C,uploaded,ASVS,V13.2.2,not-verified,,0
C,uploaded,ASVS,V13.2.3,fail,config,1
C,uploaded,ASVS,V13.2.4,not-verified,,0
C,uploaded,ASVS,V13.2.5,not-verified,,0
C,uploaded,ASVS,V13.2.6,out-of-level,,0
C,uploaded,ASVS,V13.3.1,not-verified,config,1
C,uploaded,ASVS,V13.3.2,not-verified,,0
C,uploaded,ASVS,V13.3.3,out-of-level,,0
C,uploaded,ASVS,V13.3.4,out-of-level,,0
C,uploaded,ASVS,V13.4.1,not-verified,,0
C,uploaded,ASVS,V13.4.2,not-verified,,0
C,uploaded,ASVS,V13.4.3,not-verified,,0
C,uploaded,ASVS,V13.4.4,not-verified,,0
C,uploaded,ASVS,V13.4.5,not-verified,,0
C,uploaded,ASVS,V13.4.6,out-of-level,,0
C,uploaded,ASVS,V13.4.7,out-of-level,,0
C,uploaded,ASVS,V14.1.1,fail,config,1
C,uploaded,ASVS,V14.1.2,fail,config,1
C,uploaded,ASVS,V14.2.1,fail,,0
C,uploaded,ASVS,V14.2.2,not-verified,,0
C,uploaded,ASVS,V14.2.3,not-verified,,0
C,uploaded,ASVS,V14.2.4,not-verified,,0
C,uploaded,ASVS,V14.2.5,out-of-level,,0
C,uploaded,ASVS,V14.2.6,out-of-level,,0
C,uploaded,ASVS,V14.2.7,out-of-level,,0
C,uploaded,ASVS,V14.2.8,out-of-level,,0
C,uploaded,ASVS,V14.3.1,not-applicable,,0
C,uploaded,ASVS,V14.3.2,not-applicable,,0
C,uploaded,ASVS,V14.3.3,not-verified,,0
C,uploaded,ASVS,V15.1.1,fail,config,1
C,uploaded,ASVS,V15.1.2,not-verified,,0
C,uploaded,ASVS,V15.1.3,not-verified,,0
C,uploaded,ASVS,V15.1.4,out-of-level,,0
C,uploaded,ASVS,V15.1.5,out-of-level,,0
C,uploaded,ASVS,V15.2.1,fail,config,1
C,uploaded,ASVS,V15.2.2,not-verified,,0
C,uploaded,ASVS,V15.2.3,not-verified,,0
C,uploaded,ASVS,V15.2.4,out-of-level,,0
C,uploaded,ASVS,V15.2.5,out-of-level,,0
C,uploaded,ASVS,V15.3.1,not-verified,,0
C,uploaded,ASVS,V15.3.2,not-verified,,0
C,uploaded,ASVS,V15.3.3,not-verified,,0
C,uploaded,ASVS,V15.3.4,not-verified,,0
C,uploaded,ASVS,V15.3.5,not-verified,,0
C,uploaded,ASVS,V15.3.6,partial,scanner,1
C,uploaded,ASVS,V15.3.7,not-verified,,0
C,uploaded,ASVS,V15.4.1,out-of-level,,0
C,uploaded,ASVS,V15.4.2,out-of-level,,0
C,uploaded,ASVS,V15.4.3,out-of-level,,0
C,uploaded,ASVS,V15.4.4,out-of-level,,0
C,uploaded,ASVS,V16.1.1,fail,config,1
C,uploaded,ASVS,V16.2.1,not-verified,,0
C,uploaded,ASVS,V16.2.2,not-verified,,0
C,uploaded,ASVS,V16.2.3,not-verified,,0
C,uploaded,ASVS,V16.2.4,not-verified,,0
C,uploaded,ASVS,V16.2.5,not-verified,,0
C,uploaded,ASVS,V16.3.1,not-verified,,0
C,uploaded,ASVS,V16.3.2,not-verified,,0
C,uploaded,ASVS,V16.3.3,not-verified,,0
C,uploaded,ASVS,V16.3.4,not-verified,,0
C,uploaded,ASVS,V16.4.1,not-verified,,0
C,uploaded,ASVS,V16.4.2,not-verified,,0
C,uploaded,ASVS,V16.4.3,not-verified,,0
C,uploaded,ASVS,V16.5.1,not-verified,,0
C,uploaded,ASVS,V16.5.2,not-verified,,0
C,uploaded,ASVS,V16.5.3,not-verified,,0
C,uploaded,ASVS,V16.5.4,out-of-level,,0
C,uploaded,ASVS,V17.1.1,not-applicable,,0
C,uploaded,ASVS,V17.1.2,out-of-level,,0
C,uploaded,ASVS,V17.2.1,not-applicable,,0
C,uploaded,ASVS,V17.2.2,not-applicable,,0
C,uploaded,ASVS,V17.2.3,not-applicable,,0
C,uploaded,ASVS,V17.2.4,not-applicable,,0
C,uploaded,ASVS,V17.2.5,out-of-level,,0
C,uploaded,ASVS,V17.2.6,out-of-level,,0
C,uploaded,ASVS,V17.2.7,out-of-level,,0
C,uploaded,ASVS,V17.2.8,out-of-level,,0
C,uploaded,ASVS,V17.3.1,not-applicable,,0
C,uploaded,ASVS,V17.3.2,not-applicable,,0
